business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Atray Bhatt | Ayurvedic clinic In Vadodara | Panchakarma Treatment In Vadodara | Ayurvedic Doctor In Vadodara,Ayurvedic Pharmacy and Clinic,Ayurvedic clinic,"Ayurvedic clinic, Allergist, Alternative medicine practitioner, Cancer treatment center, Diabetes center, Doctor, Health consultant, Pain control clinic",391168,Gujarat Circle,Vadodara Region,Vadodara East Division,"Panvad SO, Asar BO, Bedia BO",+91 94299 52666,https://dhanshreeayurveda.com/,5,1,"Matra Chhaya, Om Shanti Marg, beside Ambika School, off VIP Road, Chandravati Society, Jay Santhoshi Nagar, Karelibagh, Vadodara, Gujarat 390018","Chandravati Society, Jay Santhoshi Nagar, Karelibagh",22.3245394,73.2014947,ChIJVe1nzGHPXzkRPF-U_Qj4yGM,https://www.google.com/maps/place/?q=place_id:ChIJVe1nzGHPXzkRPF-U_Qj4yGM,part_110,2026-09-20 16:43:57
