business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Gokul Distributors || Dowells Cable Lugs Dealer | Dowells And Comet Cable Glands Dealer | Nylon Cable Ties Dealer,Shopping Mall Operators,Wholesaler,"Wholesaler, Electrical supply store",391240,Gujarat Circle,Vadodara Region,Vadodara West Division,"Miyagam Karjan SO, Anastu BO, Bodka BO",+91 95589 91042,https://www.gokuldistributors.co.in/,5,27,"Complex, Mazananine Floor, Shiv, opp. Rajdhani Hotel, Dandia Bazar, Vadodara, Gujarat 390001",Dandia Bazar,22.2998127,73.20061919999999,ChIJq6qqarHIXzkR89Xbli-Vv54,https://www.google.com/maps/place/?q=place_id:ChIJq6qqarHIXzkR89Xbli-Vv54,part_110,2026-09-20 16:47:40
