business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Motion Education | IIT JEE | NEET | Foundation | Class 6th to 12th Coaching Classes,NEET and JEE Coaching Center,Coaching Center,"Coaching Center, Education center, Educational institution, Studying center",382640,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Sardhav SO, Adrajmoti BO",+91 81283 66384,https://rajkot.motion.ac.in/,4.8,46,"M 91, 92, Kalavad Rd, opp. Mahila College Chowk, above Under Bridge, Gujarat Housing Board, Kotecha Nagar, Rajkot, Gujarat 360001","Gujarat Housing Board, Kotecha Nagar",22.2929407,70.7841698,ChIJUymiKJjLWTkR0l0sWvdU1Tk,https://www.google.com/maps/place/?q=place_id:ChIJUymiKJjLWTkR0l0sWvdU1Tk,part_102,2026-09-20 17:15:20
