business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
J H BOGHRA AND CO PRIVATE LIMITED,Home Loan DSA and Loan Consultant,Loan agency,"Loan agency, Accounting firm, Car finance and loan company, Insurance agency, Legal services, Notary public, Tax collector's office, Tax consultant, Tax preparation",382460,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Dhandhuka SO, Adval BO, Bajarda BO",+91 95122 77757,https://j-h-boghra-and-co.ueniweb.com/,4.9,57,"514; 5TH FLOOR, Pavitraa Point, Yogi Chowk, opp. BILLENIUM BUSINESS CORNER (BBC, near SAVALIYA CIRCLE, Vrundavan Society, Yoginagar Society, Surat, Gujarat 395011","Vrundavan Society, Yoginagar Society",21.2109013,72.889669,ChIJCXZHzUhP4DsRvkG1VzXYA9c,https://www.google.com/maps/place/?q=place_id:ChIJCXZHzUhP4DsRvkG1VzXYA9c,part_102,2026-09-20 17:06:53
