business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Eventrra Planners | Decorators,Corporate Event Planner,Event management company,Event management company,382418,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Vastral SO,+91 79849 14128,N/A,5,13,"Aarohi Elysium, B-404, Gala Gymkhana Rd, Chittavan, South Bopal, Bopal, Ahmedabad, Gujarat 380058","Chittavan, South Bopal, Bopal",23.0249894,72.46974709999999,ChIJbbc6RAGbXjkReNbGZNzNZQA,https://www.google.com/maps/place/?q=place_id:ChIJbbc6RAGbXjkReNbGZNzNZQA,part_102,2026-09-20 16:54:34
