business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Panwadi,Paan and FMCG Stall,Paan shop,Paan shop,382255,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Jalila SO, Alau BO, Bagad BO",N/A,"https://www.google.com/search?sa=X&hl=en-GB&rlz=1CDGOYI_enIN986IN986&biw=414&bih=622&sxsrf=APq-WBtuClSW3YfgpBFMtRrmfBP2HZhGhQ:1646856272092&q=Panwadi.uc&ludocid=10718753437815115489&gsas=1&ibp=gwp;0,7&lsig=AB86z5UDPEALK-crwqfLhrDWf6fk&kgs=656e7f07cd96ef1d&shndl=-1&source=sh/x/kp/local/3&entrypoint=sh/x/kp/local#lkt=LocalPoiReviews",5,4,"Urban chowk, opp. Kalibari Temple Road, PRL Colony, Thaltej, Ahmedabad, Gujarat 380058","PRL Colony, Thaltej",23.0363151,72.4813842,ChIJ14WuGnibXjkR4Y73F3apwJQ,https://www.google.com/maps/place/?q=place_id:ChIJ14WuGnibXjkR4Y73F3apwJQ,part_102,2026-09-20 16:43:23
