business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
N.R. Bangles,Artificial Jewellery and Accessories,Bangle Shop,"Bangle Shop, Bridal shop, Jewelry buyer, Jewelry Exporter, Jewelry manufacturer, Jewelry store, Wholesale jeweler",382450,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Barwala Ghelasha SO, Charanki BO, Khambhada BO",+91 70160 59675,http://www.nrbangles.com/,4.8,,"10/415-416 ; B/h Gumbadwali masjid, pani ni bhint road, Bhaga Talav, Surat, Gujarat 395003","Bhaga Talav, Gopipura",21.1969489,72.82339259999999,ChIJ65xhZWFO4DsRyF303Shr2wM,https://www.google.com/maps/place/?q=place_id:ChIJ65xhZWFO4DsRyF303Shr2wM,part_102,2026-09-20 17:05:09
