business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Crazon Media Company - Digital Marketing | Social Media Marketing | Graphic Design | Branding | Printing,Advertisement Agency,Marketing agency,Marketing agency,382640,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Sardhav SO, Adrajmoti BO",N/A,N/A,,,"TF30, City Mall 1, Navjivan Mill Compound, Memon Market, Kalol, Gujarat 382721","Navjivan Mill Compound, Memon Market",23.2408654,72.5020186,ChIJtY-K1IwlXDkRdQvgRxIVrHM,https://www.google.com/maps/place/?q=place_id:ChIJtY-K1IwlXDkRdQvgRxIVrHM,part_102,2026-09-20 17:15:31
