business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Liberty Career Academy - Gandhinagar | UPSC/GPSC/IAS/IPS/Class-3/TET-TAT/PSI/CONSTABLE Coaching | Career Courses,Competitive Exam Coaching (UPSC/Banking),Coaching Center,"Coaching Center, Career guidance service, Charter school, Civil examinations academy, Educational institution, Private educational institution",383215,Gujarat Circle,Ahmedabad HQ Region,Sabarkantha Division,"Talod M Y SO, Talod SO, Amrapur BO",+91 97277 52015,https://www.libertygroup.in/p/upsc-offline-gpsc-offline-police-offline-class3-offline-batches-gandhinagar,4.2,,"SECTOR 11, Sector 11, Gandhinagar, Gujarat 382010","SECTOR 11, Sector 11",23.2175761,72.6495513,ChIJKXx8Hr0rXDkRJ6dLfPo7geg,https://www.google.com/maps/place/?q=place_id:ChIJKXx8Hr0rXDkRJ6dLfPo7geg,part_103,2026-09-20 16:52:49
