business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Muljibhai Patel Urological Hospital(MPUH)- Best Urology & Kidney Hospital in Nadiad, Gujarat | Top Urologists & Nephrologists",Dialysis Center,Hospital,"Hospital, Urology clinic, Nephrologist, Urologist",383006,Gujarat Circle,Ahmedabad HQ Region,Sabarkantha Division,Boria SO Sabarkantha,+91 268 252 0330,https://www.mpuh.org/?utm_source=google+gmb&utm_medium=gmb&utm_campaign=google+gmb+campaign,4.4,1630,"Dr V V, Petlad Rd, Yogiraj Society, Nadiad, Gujarat 387003",Yogiraj Society,22.6832615,72.87316179999999,ChIJa-gOUh5bXjkRY9kgbGaaZ_Y,https://www.google.com/maps/place/?q=place_id:ChIJa-gOUh5bXjkRY9kgbGaaZ_Y,part_103,2026-09-20 16:48:37
