business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Hearing Aid Centre in Sabarkatha Gujarat | Hearing Care 360 | Doctor Sohan S Chouhan,ENT Clinic,Hearing aid store,Hearing aid store,383235,Gujarat Circle,Ahmedabad HQ Region,Sabarkantha Division,"Vadali SO Sabarkantha, Asai BO, Babsar BO",N/A,http://www.hearingcare360.com/,4.6,8,"1st Floor, Prerna ENT Hospital, Gurukrupa Complex, Kavi Shree Umashankar Joshi Bridge, Vidhya Nagari, near Mehta Petrol Pump, Himatnagar, Gujarat 383001",Vidhya Nagari,23.589088399999998,72.956853,ChIJoSE0RI24XTkR7d8z3Ywmrqw,https://www.google.com/maps/place/?q=place_id:ChIJoSE0RI24XTkR7d8z3Ywmrqw,part_103,2026-09-20 16:54:51
