business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Vadiawala Print & Pack | Corrugated Box Manufacturer in Changodar,Corrugated Box and Packaging Material Manufacturers,Packaging company,Packaging company,388205,Gujarat circle,Vadodara Region,Anand Division,"Ashipura BO, Badapura BO, Dagjipura BO",+91 93755 81212,http://vadiawalaprintandpack.com/,5,,"behind Bhagyoday Hotel Nr. Canal, Changodar, Gujarat 382213",388205,22.934793499999998,72.4510841,ChIJVRQ30oGRXjkRdqNmJI9XTVg,https://www.google.com/maps/place/?q=place_id:ChIJVRQ30oGRXjkRdqNmJI9XTVg,part_107,2026-09-20 16:49:53
