business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Artcy industries | cnc cutting And Laser Cutting service | MS | SS | COPEER-BRASS | MDF| ACRYLIC | WOOD | PVC |,CNC Machining and Laser Cutting,Laser Cutting Service Provider,"Laser Cutting Service Provider, Acrylic Dealer, Supplier, Interior designer, Scrapbooking store, Manufacturer",384245,Gujarat Circle,Ahmedabad HQ Region,Patan Division,"Sami SO, Adgam BO, Amrapuara BO",+91 97237 19221,https://artcy-industries.ueniweb.com/,5,55,"Artcy Industries Yogeshwar industrial estate, A-24, Phase 2, GIDC Chhatral, Chhatral, Gujarat 382729","Phase 2, GIDC Chhatral",23.2871782,72.4576304,ChIJw3epBowlXDkR96824nDrwDE,https://www.google.com/maps/place/?q=place_id:ChIJw3epBowlXDkR96824nDrwDE,part_104,2026-09-20 16:58:14
