business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr. Malay Chaudhary | M.D. Skin | Skin & Hair | Nail | Acne | Pigmentation| Aesthetic & Hair Transplant Surgeon,Skin Clinic and Dermatologist,Dermatologist,Dermatologist,384325,Gujarat Circle,Ahmedabad HQ Region,Mahesana Division,"Kheralu SO, Balad BO, Chada BO",+91 87340 87626,N/A,,,"Kalrav Complex, Vibrant Hospital, Vrundavan Chowkdi, Vibrant Hospital, nr. Mayur Hotel, Kheralu, Gujarat 384325",384325,23.8852929,72.6189503,ChIJa7ipPVtVXDkRYBhpvtknbEU,https://www.google.com/maps/place/?q=place_id:ChIJa7ipPVtVXDkRYBhpvtknbEU,part_104,2026-09-20 17:05:53
