business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Mavatar Hospital || Best Hospital, Physician, Emergency Service, Diabetes Doctor, Cardiac Hospital",Multispeciality Hospital,Heart hospital,Heart hospital,384320,Gujarat Circle,Ahmedabad HQ Region,Mahesana Division,Umta SO,+91 94278 51497,N/A,4.8,,"Mavatar Hospital, 6, Satlasana, Gujarat 384330",384320,24.027075399999998,72.7893399,ChIJU4WEM-wDXTkRETqMuqECWQo,https://www.google.com/maps/place/?q=place_id:ChIJU4WEM-wDXTkRETqMuqECWQo,part_104,2026-09-20 17:05:16
