business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Avani Hospital Dr Vyomesh Shah | Laparoscopic | Endoscopic Surgery | Vacuum & Forceps Delivery | Gynecological | Normal Delivery | Normal Pregnancy | Obstetrics & Gynecology,Pediatrician and Child Clinic,Maternity Centre,Maternity Centre,384266,Gujarat circle,Ahmedabad HQ Region,Patan Division,"Aghar BO, Dharpur BO, Kansa BO",+91 98250 69101,http://www.drvyomeshshah.com/,4.7,17,"V42G+X69, Subhadranagar, Patan, Gujarat 384265",Subhadranagar,23.8524219,72.12560119999999,ChIJ3dNyQ-6HXDkRiyNGPqa6eV4,https://www.google.com/maps/place/?q=place_id:ChIJ3dNyQ-6HXDkRiyNGPqa6eV4,part_104,2026-09-20 17:00:45
