business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Couple World cafe || Best Cafe | Fast Food Cafe | Snacks Cafe In Mehsana,Cafe and Coffee Shop,Cafe,Cafe,384320,Gujarat Circle,Ahmedabad HQ Region,Mahesana Division,Umta SO,N/A,https://instagram.com/coupleworldofficial?igshid=ZDdkNTZiNTM=,4.8,,"shop no.12&13, Couple world cafe, simandhar shopping center, naglpur road highway, Nagalpur, Mehsana, Gujarat 384002",Nagalpur,23.586919299999998,72.374976,ChIJASq32ZhBXDkRKdh3RtkA5vg,https://www.google.com/maps/place/?q=place_id:ChIJASq32ZhBXDkRKdh3RtkA5vg,part_104,2026-09-20 17:05:13
