business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Drishti Eye Centre | Gachibowli,Eye Clinic and Eye Hospital,Eye care center,"Eye care center, Contact lenses supplier, Hospital, Ophthalmologist, Ophthalmology clinic, Optician, Pediatric ophthalmologist",384230,Gujarat Circle,Ahmedabad HQ Region,Patan Division,"Kamboi SO, Delmal BO, Itoda BO",+91 99661 33354,https://www.drishtieyecentre.org/,5,55,"plot no, 16, Lane, beside Little Goa, opposite Omega Hospitals, Sri Shyam Nagar, Telecom Nagar, Gachibowli, Hyderabad, Telangana 500082","Sri Shyam Nagar, Telecom Nagar, Gachibowli",17.4356148,78.3668367,ChIJVzQyX8mTyzsRXifOKiWPI2k,https://www.google.com/maps/place/?q=place_id:ChIJVzQyX8mTyzsRXifOKiWPI2k,part_104,2026-09-20 16:56:10
