business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
RoyalKingPack || Packaging Material Manufacturer,Corrugated Box and Packaging Material Manufacturers,Packaging supply store,Packaging supply store,383421,Gujarat Circle,Ahmedabad HQ Region,Sabarkantha Division,"Chitroda SO, BolundraR BO, Dharapur BO",+91 82003 12095,https://www.sharveelpack.com/,4.4,35,"Gam, 25, Nilkanth Park, Tulshi chowk, Ved Rd, nr. Siver Stone villa, Dabholi, Surat, Gujarat 395004",Dabholi,21.2367058,72.8104262,ChIJa7sP50tP4DsRecxBfJUtVnM,https://www.google.com/maps/place/?q=place_id:ChIJa7sP50tP4DsRecxBfJUtVnM,part_104,2026-09-20 16:42:09
