business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Atmiya Ispat - Steel Suppliers in Ankleshwar | MS Angle | Channel | Beam | Pipes | Galvanized Pipes | TMT Bars,TMT Steel and Iron Wholesaler,Wholesaler,"Wholesaler, Building materials supplier, Construction Material Wholesaler, Supplier, Exporter, Industrial equipment supplier, Iron & Steel Store, Metal industry suppliers, Steel distributor, Metal supplier",384275,Gujarat Circle,Ahmedabad HQ Region,Patan Division,"Ranuj SO, Borsan BO, Ganget BO",N/A,https://www.atmiyaispat.com/,4,73,"Plot No. 5002/4, near Meghmani Chowkadi, Ankleshwar GIDC, Ankleshwar, Gujarat 393002",Ankleshwar GIDC,21.613118,73.03286,ChIJwerLzLcj4DsR5YRRr48G-Eo,https://www.google.com/maps/place/?q=place_id:ChIJwerLzLcj4DsR5YRRr48G-Eo,part_104,2026-09-20 17:01:59
