business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
SK MOTORS || Best Car Dealer in Siddhpur || Best Second-Hand Car in Siddhpur || Best Finance Car in Siddhpur,Car Showroom and Used Car Dealer,Used car dealer,"Used car dealer, Car finance and loan company, Race car dealer, Car dealer",384130,Gujarat Circle,Ahmedabad HQ Region,Mahesana Division,"Kahoda SO, Bhunav BO, Lunva BO",+91 98250 46230,N/A,4.9,,"Khali char rasta patan, road, Khali, Siddhpur, Gujarat 384151",384130,23.891409799999998,72.3652936,ChIJw0W0M2H1XDkR_pi_l-UVJAs,https://www.google.com/maps/place/?q=place_id:ChIJw0W0M2H1XDkR_pi_l-UVJAs,part_104,2026-09-20 16:50:26
