business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Hardik Multispeciality Dental Clinic | Dental Jewellery | Cosmetic Dentistry | Preventative Dentistry | Veneerscrown & Bridges | Dentures | Orthodontic | Teeth Whitening | Cosmetic Dentistry | Root Canal Treatment | Oral Surgery,Dental Clinic,Dental clinic,Dental clinic,388550,Gujarat Circle,Vadodara Region,Kheda Division,"Kathana RS SO, Badalpur BO, Dahevan BO",+91 2692 253 419,http://www.hardikmultispecialitydentalclinic.in/,4.8,,"HX65+5Q5, Radha Swami Pawan, Near Pioneer High School, Bhalej Rd, opp. C. P. Patel, College, Anand, Gujarat 388001",Patel Colony,22.560392999999998,72.95947,ChIJ_eeBB3ROXjkRBLQeRK8SJgo,https://www.google.com/maps/place/?q=place_id:ChIJ_eeBB3ROXjkRBLQeRK8SJgo,part_108,2026-09-20 16:49:37
