business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Ethnic Attire by chetna | Navratri chaniya choli | Garba dress | dandiya| lehenga choli in Jamnagar - NO RENT only SELLING,Womens Ethnic Wear and Kurti,Boutique,Boutique,389146,Gujarat Circle,Vadodara Region,Panchmahals Division,"Dudhia SO, Nava Vadia BO, Padalia BO",+91 99989 60724,http://www.ethnicattirebychetna.com/,5,38,"Besides Crystal mall, Trivedi's bungalow, 501 Nakshatra appartment, Chitrakut Society Main Rd, opp. Dr vasuben, Jamnagar, Gujarat 361002",Khodiyar Colony,22.4718527,70.04863999999999,ChIJzbfaEQEVVzkRQ3nNTHwmV0U,https://www.google.com/maps/place/?q=place_id:ChIJzbfaEQEVVzkRQ3nNTHwmV0U,part_108,2026-09-20 17:01:50
