business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Anant Ayurvedam - Ayurveda clinic & Panchkarma Centre,Ayurvedic Pharmacy and Clinic,Ayurvedic clinic,"Ayurvedic clinic, Alternative Medicine Clinic, Holistic medicine practitioner",389160,Gujarat Circle,Vadodara Region,Panchmahals Division,"Freelandganj SO, Bhathiwada BO, Dharadungar BO",+91 81602 96383,https://sites.google.com/view/anantayurvedam?usp=,5,38,"114; First Floor, Shridhar Aurum, near SHIVALAY PARISAR, Kudasan, Gandhinagar, Gujarat 382419",Kudasan,23.1789947,72.63140779999999,ChIJC-QeOp4rXDkR5vQAsMKGjIg,https://www.google.com/maps/place/?q=place_id:ChIJC-QeOp4rXDkR5vQAsMKGjIg,part_108,2026-09-20 17:05:23
