business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"OM AGROTECH || Insecticide, Agriculture Seeds Shop, Seeds And Fertilizer",Fertilizer and Pesticide Dealer,Agricultural service,"Agricultural service, Agricultural Product Wholesaler",388625,Gujarat Circle,Vadodara Region,Kheda Division,"Gudel SO, Dugari BO, Galiana BO",+91 95375 27406,https://om-agrotech-insecticide.grexa.site/,5,,"GJ SH 25, Sardhar, Gujarat 360025",388625,22.138791299999998,70.9907338,ChIJCevGhVBPWDkRFHSHI0jYuEE,https://www.google.com/maps/place/?q=place_id:ChIJCevGhVBPWDkRFHSHI0jYuEE,part_108,2026-09-20 16:54:33
