business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Prakruti Homeopathic Clinic - Dr.Prakruti Gohil | Best Homeopathic Clinic in Surendranagar,Homeopathic Clinic,Homeopath,"Homeopath, Alternative Medicine Clinic, Alternative medicine practitioner, Homeopathic pharmacy, Skin care clinic, Weight loss service",388580,Gujarat Circle,Vadodara Region,Kheda Division,"Virsad SO, Bamanva BO, Banejada BO",+91 99745 81546,https://prakruti-homeopathic.grexa.site/,5,679.0,"1st Floor, Shubhlaxmi Avenue, Handloom Road, below Medico Hospital, Surendranagar, Gujarat 363001",Vadhavan,22.726532,71.6351438,ChIJf697rGNBWTkRUOYmKR5CpRY,https://www.google.com/maps/place/?q=place_id:ChIJf697rGNBWTkRUOYmKR5CpRY,part_108,2026-09-20 16:51:33
Shree Ram Homoeopathic Clinic| Dr. Gaurav L Prajaapati,Homeopathic Clinic,Homeopath,"Homeopath, Medical clinic",388580,Gujarat Circle,Vadodara Region,Kheda Division,"Virsad SO, Bamanva BO, Banejada BO",+91 99135 45032,N/A,5,,"Hanumant plaza Rhythm multi specialty hospital, A-SF-3Vadvala Haumanji Mandir, A-SF-3, Balapir, Kadi, Gujarat 384440",Balapir,23.2908597,72.3331774,ChIJj_1w8xUjXDkR2_4Sgquj1BY,https://www.google.com/maps/place/?q=place_id:ChIJj_1w8xUjXDkR2_4Sgquj1BY,part_108,2026-09-20 16:51:34
