business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Aakar Consultant & Construction || Waterproofing, Dr Fixit Applicator, Waterproofing Experts",Waterproofing Contractor,Building materials supplier,Building materials supplier,389180,Gujarat Circle,Vadodara Region,Panchmahals Division,"Limdi SO, Amba BO, Bhadkhadabar BO",+91 93272 36677,N/A,5,22,"Bus stop, Gotri Rd, beside Aakar Sales, opp. Hari Nagar, V.B. Nagar, Gadapura, Diwalipura, Vadodara, Gujarat 390007","V.B. Nagar, Gadapura, Diwalipura",22.3108342,73.15393,ChIJkf-xc8fJXzkRKnWYiU6qzhs,https://www.google.com/maps/place/?q=place_id:ChIJkf-xc8fJXzkRKnWYiU6qzhs,part_108,2026-09-20 17:08:00
