business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr Mihir Shah | Urologist in Anand | Prostate Specialist in Anand | Stone Specialist in Anand,Dialysis Center,Urologist,Urologist,388480,Gujarat Circle,Vadodara Region,Kheda Division,"Sundarna SO, Golel BO, Rupiapura BO",+91 79908 36878,https://drmihirshahuro.com/,4.9,,"2nd floor, Ashwamegh, opposite Vyayam shala, beside lake view height, Neelkanth Nagar, Anand, Gujarat 388001",Neelkanth Nagar,22.547919099999998,72.9611548,ChIJc3Whvf5PXjkR_ifwXJkS8e0,https://www.google.com/maps/place/?q=place_id:ChIJc3Whvf5PXjkR_ifwXJkS8e0,part_108,2026-09-20 16:44:25
