business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Sarvotham Ply Lam || Best Plywood Wholesale, Plywood Dealers, Finger Joint, Rubber Wood Supplier",Plywood and Timber Merchant,Plywood supplier,"Plywood supplier, Wholesaler",380055,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Juhapura SO,+91 83065 01432,https://flyashbrickpallet.in/,5,,"52,53,54,55, Prime Estate-2, Sarkhej-Bavla Rd, opp. Gokul Complex, Sarkhej, Sarkhej-Okaf, Gujarat 382210",Sarkhej,22.9764442,72.4906824,ChIJxW2-NZqbXjkRvTofizGOmXE,https://www.google.com/maps/place/?q=place_id:ChIJxW2-NZqbXjkRvTofizGOmXE,part_101,2026-09-20 16:53:02
