business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
New Life Hospital - Gynecologist | Pregnancy Care | Maternity Hospital in Gota Ahmedabad,Nursing Home and Maternity Hospital,Obstetrician-gynecologist,"Obstetrician-gynecologist, Fertility clinic, Maternity Centre, Women's health clinic",380061,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Ghatlodia SO,+91 70696 81313,https://new-life-hospital-gota-ahmedabad.grexa.site/,4.9,204,"Shop No:-218-222, Silver harmony 2, opp. ICB FLORA, Gota, Ahmedabad, Gujarat 382481",Gota,23.1022605,72.5412688,ChIJUeHErXSDXjkRA1jOSxz7hz0,https://www.google.com/maps/place/?q=place_id:ChIJUeHErXSDXjkRA1jOSxz7hz0,part_101,2026-09-20 16:55:32
