business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Anna's Gym || Best Gym | Bodybuilding | Weight Loss And Weight Gain | Yoga Center | Fitness Center,Gym and Fitness Center,Gym,Gym,382030,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Gandhinagar Sector 29 SO, Gandhinagar Sector 30 SO",+91 98790 04224,https://www.instagram.com/annas__gym/,4.8,,"3rd floor, Diamond Plaza, GB 1, near SBI Bank, Navjivan Mill Compound, Memon Market, Kalol, Gujarat 382721","Navjivan Mill Compound, Memon Market",23.241115,72.50261689999999,ChIJT8w8huElXDkR6MNmmQYicXI,https://www.google.com/maps/place/?q=place_id:ChIJT8w8huElXDkR6MNmmQYicXI,part_101,2026-09-20 17:01:10
