business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Turkey Hair Transplant | PRP Therapy, Growth factor | Ahemdabad, Gujarat",Hair Transplant Clinic,Hair transplantation clinic,Hair transplantation clinic,382110,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Sanand SO, Charel BO, Daduka BO",+91 87803 32434,https://turkeyhairtransplantofficial.com/,5,4,"S 28, Amrapali Axiom, Vakil Saheb Brg, Ambli, Ahmedabad, Gujarat 380058",Ambli,23.029789299999997,72.47793089999999,ChIJr1SAw6uFXjkRb-Wf3kdNi98,https://www.google.com/maps/place/?q=place_id:ChIJr1SAw6uFXjkRb-Wf3kdNi98,part_101,2026-09-20 17:03:41
