business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
"Dr. Anirban Chatterjee, Treated 11K+ Patients | Best Paediatrician | Best Child Specialist | Newborn Doctor | Vaccination",Pediatrician and Child Clinic,Pediatrician,"Pediatrician, Child health care center, Children's hospital, Doctor, Hospital",382115,Gujarat Circle,Ahmedabad HQ Region,Gandhinagar Division,"Godhavi SO, Andej BO, Chekhla BO",+91 80 4696 1837,https://www.apollo247.com/doctors/dr-Anirban-Chatterjee-f73e4cd2-f4cd-42df-a0be-9b9d7b3bafb1,,,"College of Dental Science and Research Centre Manipur, Bopal, Ahmedabad, Gujarat 382115",Bopal,23.0344516,72.4337844,ChIJ22xtniqbXjkRfXFHoWpNMrY,https://www.google.com/maps/place/?q=place_id:ChIJ22xtniqbXjkRfXFHoWpNMrY,part_101,2026-09-20 17:04:09
