business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Rajmani || Designer Sarees | Indo Western | Ladies wear Shop,Saree Showroom,Women's clothing store,Women's clothing store,380063,Gujarat Circle,Ahmedabad HQ Region,Ahmedabad City Division,Sola H B C SO,+91 96016 02128,https://www.instagram.com/rajmani.boutique?igsh=MW1tMzlkMjBwYnpyaw==,4.7,,"G/F-2, Kautilya royal, Naranpura Rd, nr. ladli corner, Savita Society, Sundar Nagar, Naranpura, Ahmedabad, Gujarat 380013","Savita Society, Sundar Nagar, Naranpura",23.052524899999998,72.5613255,ChIJq908NJmFXjkR26G_GloyyYE,https://www.google.com/maps/place/?q=place_id:ChIJq908NJmFXjkR26G_GloyyYE,part_101,2026-09-20 16:56:07
