business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Taaza Shahi Mewa - Dry Fruits | Dates | Spices | Nuts | Ayurvedic Herbs | Imported Chocolates | Dry Fruit Gift Boxes,Dry Fruits and Spices Wholesaler,Dry Fruit Store,"Dry Fruit Store, Baking supply store, Chocolate shop, Confectionery store, Service establishment, Health food store, Herb shop, Nut store, Spice store, Wedding service",391135,Gujarat Circle,Vadodara Region,Vadodara East Division,"Bodeli SO, Alhadpura BO, Bhindol BO",+91 99014 22575,http://www.taazashahimewa.com/,4.9,41,"Taaza Shahi Mewa - Dry Fruits | Dates | Spices | Nuts | Ayurvedic Herbs | Imported Chocolates | Dry Fruit Gift Boxes, 391135, India",391135,12.954229999999999,77.5919708,ChIJ73Nfa7gRrjsRHD6r2XwENFM,https://www.google.com/maps/place/?q=place_id:ChIJ73Nfa7gRrjsRHD6r2XwENFM,part_109,2026-09-20 17:06:44
