business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Trizon Electricals | Cable Tie | Electrical Cable | Switches | MCB | Wholesalers | Vadodara,Electrical Goods and Lighting Store,Electrical products wholesaler,"Electrical products wholesaler, Electrical supply store",390017,Gujarat Circle,Vadodara Region,Vadodara East Division,Wadi SN Road SO,+91 83203 74642,https://www.trizonelectricals.com/,4.6,11,"Ground Floor Shop, opp. Maharashtra Restaurant, near Madhu copy center, Raopura, Vadodara, Gujarat 390001",Raopura,22.3004011,73.2002057,ChIJq5FEr1zFXzkRnzba6lmmIqE,https://www.google.com/maps/place/?q=place_id:ChIJq5FEr1zFXzkRnzba6lmmIqE,part_109,2026-09-20 16:56:04
