business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Maruti Supplier | Generator in Vadodara | Dg set on rent in Vadodara | Diesel generator in Vadodara | Generator on rent,Generator Sales and Rental,Electric generator shop,"Electric generator shop, Supplier, General store, Industrial engineer, Manufacturer",390007,Gujarat Circle,Vadodara Region,Vadodara West Division,"Alkapuri SO, Racecourse SO, Vidhyut Nagar Colony SO",+91 84018 07170,http://marutisupplier.com/,4.9,49.0,"Maruti Farm House, Laxmipura Rd, opp. Eshanya Hospital, Kashidham Society, Gorwa, Vadodara, Gujarat 390016","Kashidham Society, Gorwa",22.331745599999998,73.1448284,ChIJxUfGs1fJXzkRw7mhC4yCkKE,https://www.google.com/maps/place/?q=place_id:ChIJxUfGs1fJXzkRw7mhC4yCkKE,part_109,2026-09-20 16:51:22
Anupam Genset | Generator | Generator on Rent | Generator on Hire |,Generator Sales and Rental,Electric generator shop,Electric generator shop,390007,Gujarat Circle,Vadodara Region,Vadodara West Division,"Alkapuri SO, Racecourse SO, Vidhyut Nagar Colony SO",N/A,N/A,4.5,,"264, Makarpura GIDC, Kalali, Vadodara, Gujarat 390010","Makarpura GIDC, Kalali",22.2550577,73.1907542,ChIJG18w2vXFXzkREP-EaleCU9Q,https://www.google.com/maps/place/?q=place_id:ChIJG18w2vXFXzkREP-EaleCU9Q,part_109,2026-09-20 16:51:23
