business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Asopalav OneWest | W in Vadodara | Premium Commercial Spaces | W Building | Shops & Offices| Onewest,Shopping Mall Operators,Shopping mall,"Shopping mall, Real Estate Builders & Construction Company",390020,Gujarat Circle,Vadodara Region,Vadodara West Division,"Akota SO, Sayajiganj SO",N/A,http://www.asopalavrealty.com/,4.5,55,"Gokul Nagar, Vadodara, Gujarat 391101",Gokul Nagar,22.3075375,73.12513919999999,ChIJoZ2oBEzJXzkRwVKyNvCOFdM,https://www.google.com/maps/place/?q=place_id:ChIJoZ2oBEzJXzkRwVKyNvCOFdM,part_109,2026-09-20 16:58:17
