business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Balaji Agencies || Bath Fitting Shop | Asian Bath Scene | Imported Tiles Showroom,Plumber,Bathroom supply store,Bathroom supply store,390010,Gujarat Circle,Vadodara Region,Vadodara East Division,"MI Estate SO, Vadsar BO",+91 265 265 6800,N/A,3.7,41,"4/B, Susen - Tarsali Ring Rd, Amish Park shopping Centre,opp. Green Park, Anand Baug Society, Tarsali, Vadodara, Gujarat 390010","Amish Park shopping Centre,opp. Green Park, Anand Baug Society, Tarsali",22.2567469,73.2008073,ChIJic45bsvFXzkRFrq7aGP-4DY,https://www.google.com/maps/place/?q=place_id:ChIJic45bsvFXzkRFrq7aGP-4DY,part_109,2026-09-20 16:52:23
