business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Eco Twin E-Vehicles || Best Electric Vehicle Showroom | Electric Two Wheeler Dealer,Two Wheeler Showroom and Dealer,Motor vehicle dealer,Motor vehicle dealer,390014,Gujarat Circle,Vadodara Region,Vadodara East Division,"Makarpura SO, Dhaniavi BO, Jambua BO",+91 84859 92729,https://apnabusinesscard.com/Eco-Twin-E-Vehicles,4.5,,"Ind.Estate, 366/A/6/2, Makarpura GIDC, Makarpura, Vadodara, Gujarat 390010","Makarpura GIDC, Makarpura",22.2531671,73.1842688,ChIJTbaDekjFXzkRu_ZV3P_7bDY,https://www.google.com/maps/place/?q=place_id:ChIJTbaDekjFXzkRu_ZV3P_7bDY,part_109,2026-09-20 16:54:45
