business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Gauri Silk House || Best Silk Saree Store | Pure Silk Kurta | Linen Shirting | Cotton Dress | Bhagalpuri Silk Chadar,Saree Showroom,Saree Shop,Saree Shop,390019,Gujarat Circle,Vadodara Region,Vadodara East Division,"Ajwa Road SO, Amodar BO, Ankhol BO",+91 95742 99699,https://www.instagram.com/gauri_silk_vadodara/?next=%2F&hl=en,4.9,,"Phoenix Avenue, FF112, Sama - Savli Rd, Vemali, Vadodara, Gujarat 390024",Vemali,22.356491899999998,73.1976402,ChIJ1TUoo1_PXzkR3ADoLMybVQo,https://www.google.com/maps/place/?q=place_id:ChIJ1TUoo1_PXzkR3ADoLMybVQo,part_109,2026-09-20 16:57:08
