business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
The Detailing Pro - Coating | PPF | Car detailing services in Vadodara,Car Wash and Auto Detailing,Car wash,"Car wash, Auto Dent Removal Service Station, Auto painting, Vehicle wrapping service, Wheel alignment service, Window tinting service",391150,Gujarat Circle,Vadodara Region,Vadodara East Division,"Naswadi SO, Akona BO, Amroli BO",+91 85115 11665,https://mydigitalcard.store/THE-DETAILING-PRO,,,"271, Besides Bistro Cafe, Sugam Apartment, opp. Dmart, Prafull Society, Tarangan Society, Akota, Vadodara, Gujarat 390007","Prafull Society, Tarangan Society, Akota",22.2996758,73.16951,ChIJ1VefmRPJXzkRiOQ-MKjMgJQ,https://www.google.com/maps/place/?q=place_id:ChIJ1VefmRPJXzkRiOQ-MKjMgJQ,part_109,2026-09-20 17:08:41
