business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Reis McCullough | Broker | Windermere Real Estate,Commercial Real Estate Brokerages,Real estate agent,"Real estate agent, Service establishment",391150,Gujarat Circle,Vadodara Region,Vadodara East Division,"Naswadi SO, Akona BO, Amroli BO",N/A,https://reismccullough.com/,5,21,"Reis McCullough | Broker | Windermere Real Estate, 391150, India",391150,47.432463,-121.80380299999999,ChIJz6PAeAfRt4kReQBaZD7NaTA,https://www.google.com/maps/place/?q=place_id:ChIJz6PAeAfRt4kReQBaZD7NaTA,part_109,2026-09-20 17:08:56
