business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at,s_no
PRINT STATION,Printing Press and Offset Printer,Print shop,"Print shop, Invitation printing service, Digital printing service, Sign shop",388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 99982 65566,N/A,4.8,125.0,"Basement-7, Mota Bazaar Rd, below Central Bank of India, Vallabh Vidyanagar, Anand, Gujarat 388120",Vallabh Vidyanagar,22.546541899999998,72.9264702,ChIJQcPbFt9NXjkRXZgyA9Ii8hY,https://www.google.com/maps/place/?q=place_id:ChIJQcPbFt9NXjkRXZgyA9Ii8hY,part_108,2026-09-20 16:40:40,3634
DIGIFLEX,Printing Press and Offset Printer,Print shop,Print shop,388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 87805 77401,http://digiflexanand.in/,4.9,61.0,"Nr. Vaibhav Cinema, GF26, Complex, Bakrol Rd, Bakrol, Anand, Gujarat 388001",Purushottam Nagar,22.5613594,72.92297599999999,ChIJ7_DTRnFOXjkRlbwKLkDtWr4,https://www.google.com/maps/place/?q=place_id:ChIJ7_DTRnFOXjkRlbwKLkDtWr4,part_108,2026-09-20 16:40:40,3635
Anand Press,Printing Press and Offset Printer,Training center,Training center,388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",N/A,N/A,4.5,41.0,"HX79+R58, St Xaviers Rd, near Anand Press, opp. Jivendeep society, Padhariya, Vimal Society, Gamdi, Anand, Gujarat 388001","Padhariya, Vimal Society, Gamdi",22.5645277,72.9679477,ChIJDQND4ZRPXjkRg-gjF1T8N_8,https://www.google.com/maps/place/?q=place_id:ChIJDQND4ZRPXjkRg-gjF1T8N_8,part_108,2026-09-20 16:40:40,3636
Vishwas Banners And Ads,Printing Press and Offset Printer,Advertising agency,"Advertising agency, Print shop",388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 94281 51123,https://businessvolunteers.online/,4.4,50.0,"Drashti Arcade, 103-105, Lambhvel Rd, opp. HDFC Bank NrGrid Crossing, Ganesh Colony, Anand, Gujarat 388001",Ganesh Colony,22.557786399999998,72.94953989999999,ChIJMT1FyZxOXjkR0nGpjun6m2A,https://www.google.com/maps/place/?q=place_id:ChIJMT1FyZxOXjkR0nGpjun6m2A,part_108,2026-09-20 16:40:40,3637
Puthawala Printers,Printing Press and Offset Printer,Offset Printer,"Offset Printer, Digital printing service, Print shop",388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 93271 22546,https://www.instagram.com/puthawalaprinters/,4.4,389.0,"107, 1st Floor. Hira Panna Complex B/h. Mahalaxmi Petrol Pump, Nr. Zakariya Masjid, Relief Rd, Ahmedabad, Gujarat 380001","Old City, Tankshal, Khadia",23.027414099999998,72.59580079999999,ChIJj7rxWUiEXjkRVYv0nt_lo2s,https://www.google.com/maps/place/?q=place_id:ChIJj7rxWUiEXjkRVYv0nt_lo2s,part_108,2026-09-20 16:40:40,3638
Jai Bhole Printers,Printing Press and Offset Printer,Print shop,Print shop,388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 98255 95020,N/A,4.9,9.0,"Thakkar Arcade, 1, Sardar Gunj Road, Gamdi Vad, Anand, Gujarat 388001",Gamdi Vad,22.5536551,72.9607149,ChIJu5EtdZ1OXjkRWeJU0xu1I58,https://www.google.com/maps/place/?q=place_id:ChIJu5EtdZ1OXjkRWeJU0xu1I58,part_108,2026-09-20 16:40:40,3639
anand graphics,Printing Press and Offset Printer,Print shop,Print shop,388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",N/A,N/A,5.0,6.0,"First Floor, royal squire, opposite smit orthopedic hospital, Patel Colony, Anand, Gujarat 388001",Patel Colony,22.5612334,72.9601225,ChIJFUYDbNxPXjkR7hYS-B0jXCM,https://www.google.com/maps/place/?q=place_id:ChIJFUYDbNxPXjkR7hYS-B0jXCM,part_108,2026-09-20 16:40:40,3640
Printing needs,Printing Press and Offset Printer,Offset Printer,Offset Printer,388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 99043 40717,http://www.printingneeds.in/,3.4,9.0,"401, Balajinandan-1, 12, chandranagar society near suryanagar soc Waghodia, road vadodara, Vadodara, Gujarat 390019","Chandranagar Society, Satyam Park Society",22.299901,73.226998,ChIJY89ZU4DFXzkRR7BEmmM2xH0,https://www.google.com/maps/place/?q=place_id:ChIJY89ZU4DFXzkRR7BEmmM2xH0,part_108,2026-09-20 16:40:40,3641
Zeenal Arts,Printing Press and Offset Printer,Sign shop,"Sign shop, Advertising agency",388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 96247 97000,https://www.zeenalarts.com/,4.1,247.0,"Sai Sharanam , B/h Zydus Hospital, Lambhvel Rd, Purushottam Nagar, Anand, Gujarat 388001",Purushottam Nagar,22.5669909,72.94640369999999,ChIJexX4VoFOXjkRs4K2pOkdkW4,https://www.google.com/maps/place/?q=place_id:ChIJexX4VoFOXjkRs4K2pOkdkW4,part_108,2026-09-20 16:40:40,3642
Sainath Flex Printing,Printing Press and Offset Printer,Digital printing service,"Digital printing service, Advertising agency, Branding agency, Marketing agency, Poster store",388450,Gujarat Circle,Vadodara Region,Kheda Division,"Petlad RS SO, Petlad SO, Ardi BO",+91 96385 92970,N/A,4.8,270.0,"Sidcup Tower, G/4/5, nr. Marble Arch, Race Course, Gautam Nagar, Vadiwadi, Vadodara, Gujarat 390007","Race Course, Gautam Nagar, Vadiwadi",22.313140999999998,73.164013,ChIJP6AXDLzIXzkRGj3k7imNbGo,https://www.google.com/maps/place/?q=place_id:ChIJP6AXDLzIXzkRGj3k7imNbGo,part_108,2026-09-20 16:40:41,3643
